epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
41,303.598,1.26186,0.61509,1.26215,0.99488,1,0.995,0.62356,1.35077,0.59565,1.20996,0.00287162,0.00287162,0.00287162
42,310.82,1.30033,0.6082,1.29471,0.99458,1,0.995,0.76626,1.00965,0.51672,1.06368,0.00286522,0.00286522,0.00286522
43,318.096,1.35064,0.64406,1.30329,0.95377,0.68812,0.79832,0.47181,1.63903,1.16025,1.36148,0.00285867,0.00285867,0.00285867
44,325.293,1.29997,0.63615,1.2952,0.96294,0.86615,0.92161,0.63163,1.29825,1.07857,1.21854,0.00285197,0.00285197,0.00285197
45,332.521,1.3084,0.62715,1.28463,0.99631,1,0.995,0.66034,1.40333,0.59195,1.23864,0.00284513,0.00284513,0.00284513
46,339.748,1.30286,0.64033,1.2693,0.96617,0.95239,0.98971,0.65682,1.28768,0.60116,1.19431,0.00283814,0.00283814,0.00283814
47,346.936,1.26107,0.61374,1.25605,0.99652,1,0.995,0.62946,1.34812,0.61391,1.23712,0.00283101,0.00283101,0.00283101
48,354.144,1.28424,0.59247,1.27903,0.99607,1,0.995,0.65513,1.28869,0.55583,1.20374,0.00282374,0.00282374,0.00282374
49,361.658,1.21681,0.58735,1.26525,0.88552,0.86667,0.90991,0.48683,1.76033,0.88364,1.46987,0.00281632,0.00281632,0.00281632
50,369.288,1.24037,0.60048,1.25903,0.96287,1,0.99081,0.53913,1.76936,0.68722,1.44368,0.00280875,0.00280875,0.00280875
51,376.681,1.27341,0.59753,1.27778,0.9977,1,0.995,0.68438,1.16229,0.52922,1.15963,0.00280105,0.00280105,0.00280105
52,383.964,1.27173,0.58383,1.25716,0.99763,1,0.995,0.71477,1.05159,0.4888,1.0944,0.0027932,0.0027932,0.0027932
53,391.238,1.27689,0.59074,1.25099,0.99565,1,0.995,0.72614,1.06915,0.5042,1.12316,0.00278522,0.00278522,0.00278522
54,398.612,1.24808,0.59498,1.25871,0.99703,1,0.995,0.72941,1.05041,0.50338,1.09968,0.00277709,0.00277709,0.00277709
