epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
25,30.5719,1.25045,0.69081,1.15406,0.28947,0.43333,0.27846,0.14833,1.6989,5.50382,1.45538,0.00295335,0.00295335,0.00295335
26,31.7832,1.22491,0.68554,1.13968,0.60758,0.6,0.62949,0.27477,1.82115,4.3858,1.49616,0.0029494,0.0029494,0.0029494
27,32.9774,1.2945,0.67668,1.13436,0.81294,0.33333,0.48541,0.3075,1.53802,4.0883,1.32963,0.0029453,0.0029453,0.0029453
28,34.1878,1.22061,0.67285,1.13131,0.99157,1,0.995,0.72937,1.04315,1.17087,1.04752,0.00294104,0.00294104,0.00294104
29,35.379,1.19855,0.71794,1.07888,0.99936,1,0.995,0.69609,1.02488,1.15919,1.02988,0.00293662,0.00293662,0.00293662
30,36.5818,1.12237,0.67999,1.07536,1,0.99026,0.995,0.73087,1.01151,0.77507,1.01933,0.00293205,0.00293205,0.00293205
31,37.7722,1.24642,0.67895,1.14164,1,0.99771,0.995,0.71707,1.04265,0.65996,1.03583,0.00292732,0.00292732,0.00292732
32,38.9798,1.21258,0.69106,1.11614,1,0.99811,0.995,0.6953,1.11055,0.69266,1.06051,0.00292244,0.00292244,0.00292244
33,40.1823,1.23187,0.68244,1.14232,0.97268,1,0.995,0.65618,1.27892,1.00467,1.10819,0.0029174,0.0029174,0.0029174
34,41.3874,1.18589,0.64278,1.09931,0.96209,1,0.98984,0.6654,1.11592,0.67592,1.06055,0.00291221,0.00291221,0.00291221
35,42.5793,1.15305,0.62896,1.13837,0.96456,1,0.995,0.66693,1.11687,0.66825,1.05134,0.00290686,0.00290686,0.00290686
36,43.7832,1.18323,0.6255,1.08627,0.67857,0.63333,0.71953,0.46446,1.54165,2.53237,1.25803,0.00290137,0.00290137,0.00290137
37,44.9693,1.25615,0.66959,1.13354,0.92708,0.42426,0.67093,0.40879,1.78928,2.32757,1.35733,0.00289572,0.00289572,0.00289572
38,46.1779,1.19825,0.66225,1.09707,0.99765,1,0.995,0.64077,1.19273,0.66976,1.0921,0.00288992,0.00288992,0.00288992
39,47.3651,1.26451,0.67898,1.12659,0.9974,1,0.995,0.69688,1.10806,0.57795,1.05831,0.00288397,0.00288397,0.00288397
40,48.5688,1.19068,0.63788,1.11115,0.99787,1,0.995,0.70364,1.22498,0.62176,1.08523,0.00287787,0.00287787,0.00287787
41,49.7521,1.22735,0.63735,1.12144,0.99456,1,0.995,0.7071,1.06124,0.54991,1.02854,0.00287162,0.00287162,0.00287162
42,50.9563,1.24571,0.62069,1.1401,0.99402,1,0.995,0.71171,1.07757,0.53895,1.02897,0.00286522,0.00286522,0.00286522
43,52.1484,1.19554,0.61611,1.1274,0.99661,1,0.995,0.7184,1.15194,0.53885,1.0595,0.00285867,0.00285867,0.00285867
44,53.3509,1.22892,0.63588,1.09717,0.9002,1,0.98119,0.70922,1.07413,0.58895,1.04083,0.00285197,0.00285197,0.00285197
45,54.5409,1.17838,0.62114,1.1176,0.98491,1,0.995,0.7336,1.13852,0.57853,1.07084,0.00284513,0.00284513,0.00284513
46,55.7449,1.21512,0.61152,1.14558,0.99588,1,0.995,0.71344,1.18607,0.59718,1.10064,0.00283814,0.00283814,0.00283814
47,56.9406,1.21547,0.64363,1.10381,0.99545,1,0.995,0.71274,1.14579,0.57311,1.07461,0.00283101,0.00283101,0.00283101
48,58.1462,1.1569,0.6038,1.12222,0.99761,1,0.995,0.68029,1.23781,0.57469,1.09676,0.00282374,0.00282374,0.00282374
49,59.3373,1.22938,0.61351,1.14252,0.99565,1,0.995,0.68804,1.15382,0.59199,1.0698,0.00281632,0.00281632,0.00281632
50,60.5447,1.18689,0.61082,1.12736,0.94762,1,0.99306,0.66722,1.19916,0.60231,1.07084,0.00280875,0.00280875,0.00280875
51,61.7393,1.19202,0.63762,1.10656,0.93127,1,0.98688,0.67765,1.1267,0.63506,1.05071,0.00280105,0.00280105,0.00280105
52,62.9413,1.15718,0.62512,1.11821,0.90579,0.96156,0.98345,0.60711,1.3989,0.6701,1.14302,0.0027932,0.0027932,0.0027932
53,64.1342,1.23149,0.60511,1.16837,0.89888,0.96667,0.97998,0.59521,1.50276,0.86736,1.21044,0.00278522,0.00278522,0.00278522
54,65.3389,1.20201,0.59903,1.0973,0.9429,0.96667,0.98415,0.67925,1.12166,0.85983,1.05934,0.00277709,0.00277709,0.00277709
55,66.5304,1.18199,0.61902,1.12142,0.99696,1,0.995,0.71611,1.05252,0.54974,1.02922,0.00276883,0.00276883,0.00276883
56,67.7343,1.18309,0.60786,1.10782,0.99785,1,0.995,0.69103,1.14912,0.58251,1.06829,0.00276043,0.00276043,0.00276043
57,68.9293,1.14821,0.58702,1.064,0.99701,1,0.995,0.71344,1.02676,0.60053,1.02694,0.00275189,0.00275189,0.00275189
58,70.1306,1.17746,0.60881,1.11486,0.99753,1,0.995,0.70383,1.05262,1.21212,1.03275,0.00274321,0.00274321,0.00274321
59,71.3241,1.11892,0.57576,1.08607,0.996,1,0.995,0.66837,1.14528,1.54641,1.06425,0.00273441,0.00273441,0.00273441
60,72.5389,1.20346,0.60913,1.12918,0.9625,1,0.99306,0.63959,1.12694,0.73211,1.11873,0.00272546,0.00272546,0.00272546
61,73.7374,1.18247,0.59612,1.11177,0.99665,1,0.995,0.6802,1.09256,0.94753,1.05954,0.00271639,0.00271639,0.00271639
62,74.9386,1.16063,0.60508,1.10627,0.99588,1,0.995,0.70656,1.0805,0.55634,1.05476,0.00270718,0.00270718,0.00270718
63,76.1241,1.14509,0.58787,1.10177,0.99651,1,0.995,0.70572,1.11172,0.52893,1.06305,0.00269785,0.00269785,0.00269785
64,77.3346,1.18036,0.58716,1.13153,0.9956,1,0.995,0.70001,1.15483,0.616,1.08028,0.00268838,0.00268838,0.00268838
65,78.5326,1.21001,0.58267,1.11817,0.99506,1,0.995,0.7225,1.06311,0.52159,1.02718,0.00267878,0.00267878,0.00267878
66,79.7346,1.1397,0.59268,1.09642,0.98564,1,0.995,0.72103,1.02614,0.56518,1.01034,0.00266906,0.00266906,0.00266906
67,80.9309,1.22765,0.59169,1.12935,0.99519,1,0.995,0.72049,1.04132,0.56142,1.01073,0.00265921,0.00265921,0.00265921
68,82.1373,1.14652,0.59689,1.12171,0.72778,0.71319,0.76401,0.35443,2.05341,1.2771,1.78805,0.00264924,0.00264924,0.00264924
69,83.3393,1.16953,0.62066,1.1321,0.91817,0.86667,0.94973,0.56697,1.43405,0.88062,1.3022,0.00263914,0.00263914,0.00263914
70,84.5543,1.13872,0.57417,1.11239,0.99794,1,0.995,0.76173,0.97189,0.56246,1.0045,0.00262891,0.00262891,0.00262891
71,85.7549,1.15476,0.59899,1.1475,0.99761,1,0.995,0.75669,0.9923,0.56155,1.00196,0.00261857,0.00261857,0.00261857
72,86.9574,1.14792,0.60444,1.08963,0.99797,1,0.995,0.72628,1.11613,0.55658,1.05653,0.0026081,0.0026081,0.0026081
73,88.1488,1.08957,0.57711,1.08789,0.99782,1,0.995,0.70415,1.16913,0.53899,1.06076,0.00259752,0.00259752,0.00259752
74,89.3534,1.17077,0.59005,1.08857,1,1,0.995,0.74589,1.02112,0.52369,1.03353,0.00258681,0.00258681,0.00258681
75,90.5517,1.16035,0.60114,1.11597,1,0.99699,0.995,0.7282,1.09343,0.54541,1.07581,0.00257599,0.00257599,0.00257599
76,91.7562,1.13935,0.57768,1.07975,0.99919,1,0.995,0.73866,1.08932,0.55591,1.04184,0.00256505,0.00256505,0.00256505
77,92.95,1.14375,0.57147,1.09971,1,0.99665,0.995,0.75545,1.02223,0.51822,1.04029,0.002554,0.002554,0.002554
78,94.1649,1.17383,0.57204,1.1178,0.99796,1,0.995,0.70702,1.15352,0.52214,1.06361,0.00254283,0.00254283,0.00254283
79,95.358,1.1406,0.58582,1.0915,1,0.80294,0.92435,0.49027,1.64132,0.92352,1.3612,0.00253155,0.00253155,0.00253155
80,96.5663,1.12457,0.56631,1.09896,0.47192,0.66667,0.49895,0.2137,1.99339,1.68795,1.66492,0.00252016,0.00252016,0.00252016
81,97.7631,1.1385,0.58353,1.10028,1,0.69767,0.88909,0.38592,1.66737,1.08495,1.37292,0.00250866,0.00250866,0.00250866
82,98.9705,1.09896,0.55838,1.09552,0.99705,1,0.995,0.65913,1.17494,0.54026,1.09584,0.00249705,0.00249705,0.00249705
83,100.177,1.10005,0.56883,1.09371,0.99716,1,0.995,0.71406,1.0541,0.53354,1.02425,0.00248533,0.00248533,0.00248533
84,101.383,1.09588,0.53671,1.09954,0.99748,1,0.995,0.74454,0.99949,0.48704,0.98743,0.0024735,0.0024735,0.0024735
85,102.581,1.02407,0.50725,1.05508,0.99786,1,0.995,0.70286,1.06622,0.48609,1.01493,0.00246157,0.00246157,0.00246157
86,103.797,1.12701,0.53025,1.08905,0.94731,0.8,0.95042,0.62774,1.18147,0.66918,1.07793,0.00244954,0.00244954,0.00244954
87,104.996,1.07099,0.54278,1.04966,0.58074,0.4,0.46094,0.26257,1.88772,1.79252,1.74626,0.0024374,0.0024374,0.0024374
88,106.202,1.09723,0.54439,1.06744,0,0,0,0,5.6386,6.82654,7.90483,0.00242517,0.00242517,0.00242517
89,107.399,1.07884,0.52597,1.04577,0,0,0,0,5.73424,7.55842,8.2541,0.00241283,0.00241283,0.00241283
90,108.592,1.14011,0.54573,1.08902,0.05556,0.06667,0.03473,0.02348,4.28393,4.47661,4.62227,0.00240039,0.00240039,0.00240039
91,109.788,1.08411,0.53377,1.08277,0.89919,0.8,0.92479,0.62428,1.24078,0.80442,1.10821,0.00238786,0.00238786,0.00238786
92,111.007,1.04669,0.52607,1.05676,0.99757,1,0.995,0.74504,1.01013,0.48448,1.0075,0.00237523,0.00237523,0.00237523
93,112.269,1.07484,0.55482,1.07161,0.99769,1,0.995,0.74668,1.01869,0.47893,1.01073,0.00236251,0.00236251,0.00236251
94,113.482,1.06244,0.52122,1.06078,0.99752,1,0.995,0.74246,1.02272,0.48891,0.99699,0.00234969,0.00234969,0.00234969
95,114.693,1.05595,0.53353,1.05876,0.98795,1,0.995,0.75814,1.01711,0.5532,1.01126,0.00233679,0.00233679,0.00233679
96,115.904,1.05172,0.53092,1.08722,0.99529,0.96667,0.99071,0.71967,1.04751,0.65967,1.01607,0.00232379,0.00232379,0.00232379
97,117.141,1.0319,0.52427,1.05407,0.99639,1,0.995,0.73661,1.05739,0.47771,1.00941,0.0023107,0.0023107,0.0023107
98,118.35,1.06981,0.52431,1.04918,0.99769,1,0.995,0.73261,1.11656,0.47445,1.02751,0.00229753,0.00229753,0.00229753
99,119.546,1.02499,0.5314,1.04233,0.99584,1,0.995,0.7166,1.07328,0.4818,1.02753,0.00228427,0.00228427,0.00228427
100,120.752,1.12862,0.54664,1.08936,0.99761,1,0.995,0.67387,1.12534,0.50676,1.04414,0.00227093,0.00227093,0.00227093
101,121.948,1.10118,0.53115,1.05844,0.99768,1,0.995,0.6886,1.09348,0.534,1.03139,0.0022575,0.0022575,0.0022575
102,123.158,1.09692,0.53386,1.07899,0.99756,1,0.995,0.73704,1.03594,0.51483,0.99898,0.00224399,0.00224399,0.00224399
103,124.351,1.10572,0.54701,1.07241,0.89809,0.93333,0.95447,0.65441,1.0997,0.77418,1.04595,0.0022304,0.0022304,0.0022304
104,125.566,1.06979,0.53184,1.0515,0.89541,0.57094,0.71363,0.48681,1.21541,1.40472,1.12844,0.00221674,0.00221674,0.00221674
105,126.755,1.07256,0.51855,1.05005,0.80747,0.73333,0.7637,0.53891,1.32132,0.97635,1.22513,0.00220299,0.00220299,0.00220299
106,127.967,1.09451,0.53648,1.0883,0.14332,0.2,0.05747,0.0353,2.22587,4.32412,2.26621,0.00218918,0.00218918,0.00218918
107,129.158,1.02818,0.52061,1.05331,0.07949,0.13333,0.03762,0.02269,2.62645,5.43595,2.88197,0.00217528,0.00217528,0.00217528
108,130.363,1.10482,0.53157,1.08142,0.16832,0.2,0.10739,0.06677,2.07592,3.45176,1.93494,0.00216132,0.00216132,0.00216132
109,131.558,1.04581,0.52714,1.05593,0.1469,0.24119,0.09496,0.05282,2.09422,3.65666,1.92018,0.00214728,0.00214728,0.00214728
110,132.767,1.16229,0.536,1.11757,0.89849,0.63333,0.77013,0.43222,1.50402,1.07162,1.31569,0.00213318,0.00213318,0.00213318
111,133.967,1.0336,0.50965,1.03998,0.91184,0.68985,0.82245,0.50138,1.42261,0.89362,1.2542,0.002119,0.002119,0.002119
112,135.177,1.03171,0.51026,1.04844,0.92007,0.76667,0.91763,0.6268,1.21612,0.68388,1.0934,0.00210476,0.00210476,0.00210476
113,136.376,1.01086,0.49937,1.04333,0.96387,0.88943,0.956,0.69985,1.05654,0.58979,1.02757,0.00209046,0.00209046,0.00209046
114,137.59,1.02731,0.50219,1.06514,0.50014,0.66667,0.478,0.27956,1.5434,1.61712,1.2783,0.00207609,0.00207609,0.00207609
115,138.783,1.06391,0.53457,1.07357,0.53252,0.66667,0.52365,0.31333,1.46111,1.72915,1.21837,0.00206166,0.00206166,0.00206166
116,139.992,1.09427,0.532,1.08133,0.90047,1,0.97045,0.67956,1.12432,0.78855,1.03697,0.00204718,0.00204718,0.00204718
117,141.189,1.07292,0.55232,1.05605,0.96568,1,0.98855,0.73603,1.06759,0.50189,1.01057,0.00203263,0.00203263,0.00203263
118,142.4,1.08995,0.5132,1.07237,0.99616,1,0.995,0.72448,1.01901,0.49348,0.99887,0.00201803,0.00201803,0.00201803
119,143.599,1.05319,0.498,1.07579,0.9949,1,0.995,0.72017,1.02538,0.48266,1.00626,0.00200337,0.00200337,0.00200337
120,144.808,0.98043,0.5016,1.03189,0.99481,1,0.995,0.67474,1.19032,0.52562,1.05861,0.00198865,0.00198865,0.00198865
121,146.018,1.01053,0.50598,1.00562,0.99611,1,0.995,0.68266,1.17474,0.52382,1.0516,0.00197389,0.00197389,0.00197389
122,147.229,1.04971,0.49237,1.05308,0.99711,1,0.995,0.75903,1.05623,0.4891,1.01068,0.00195908,0.00195908,0.00195908
123,148.425,1.03428,0.51346,1.05432,0.99266,1,0.995,0.74423,1.03304,0.48748,1.0024,0.00194421,0.00194421,0.00194421
124,149.631,1.05012,0.50601,1.05812,0.99038,1,0.995,0.75431,1.00951,0.47126,0.99741,0.0019293,0.0019293,0.0019293
125,150.829,0.98703,0.49126,1.04324,0.99574,1,0.995,0.75936,1.0092,0.47226,0.99806,0.00191435,0.00191435,0.00191435
126,152.048,1.06237,0.51281,1.06727,0.99332,1,0.995,0.79174,0.9551,0.4723,0.98848,0.00189935,0.00189935,0.00189935
127,153.26,1.04079,0.50632,1.04935,0.99481,1,0.995,0.75355,1.016,0.47118,1.00701,0.0018843,0.0018843,0.0018843
128,154.474,1.08374,0.54347,1.09462,0.99343,1,0.995,0.68572,1.14894,0.51555,1.05906,0.00186922,0.00186922,0.00186922
129,155.682,1.03509,0.51463,1.06105,0.99523,1,0.995,0.72994,1.10916,0.50355,1.03879,0.0018541,0.0018541,0.0018541
130,156.901,1.03029,0.50657,1.07033,0.99632,1,0.995,0.74057,1.04483,0.46523,1.01439,0.00183894,0.00183894,0.00183894
131,158.11,0.99472,0.48018,1.04466,0.99737,1,0.995,0.71672,1.11923,0.47222,1.04966,0.00182375,0.00182375,0.00182375
132,159.316,1.01146,0.48778,1.03401,0.99773,1,0.995,0.74747,1.02981,0.46881,1.02741,0.00180852,0.00180852,0.00180852
133,160.526,1.03726,0.50611,1.06045,0.99773,1,0.995,0.73782,1.04596,0.47611,1.05252,0.00179326,0.00179326,0.00179326
134,161.729,0.9601,0.49736,1.00455,1,1,0.995,0.72133,1.09825,0.48492,1.05812,0.00177797,0.00177797,0.00177797
135,162.922,1.0518,0.48592,1.03633,1,1,0.995,0.72765,1.07766,0.46309,1.04442,0.00176265,0.00176265,0.00176265
136,164.142,0.96886,0.49046,1.02702,0.99785,1,0.995,0.76232,0.94689,0.43418,0.98782,0.00174731,0.00174731,0.00174731
137,165.331,0.9694,0.48016,1.03267,0.99778,1,0.995,0.76437,0.94126,0.43423,0.97717,0.00173193,0.00173193,0.00173193
138,166.539,1.0145,0.47688,1.0414,0.9977,1,0.995,0.73301,1.03903,0.47252,1.00534,0.00171654,0.00171654,0.00171654
139,167.739,1.04559,0.48145,1.06271,0.99778,1,0.995,0.70695,1.16517,0.488,1.04697,0.00170112,0.00170112,0.00170112
140,168.949,1.00163,0.47475,1.01642,0.99778,1,0.995,0.72422,1.0789,0.4528,1.01727,0.00168568,0.00168568,0.00168568
141,170.149,1.02125,0.48599,1.03409,0.99774,1,0.995,0.73713,1.03266,0.44043,0.99568,0.00167022,0.00167022,0.00167022
142,171.357,0.98556,0.49577,1.01522,0.99797,1,0.995,0.7432,1.06827,0.431,1.0107,0.00165475,0.00165475,0.00165475
143,172.565,1.03338,0.48245,1.03789,0.99798,1,0.995,0.72602,1.10106,0.44308,1.03228,0.00163926,0.00163926,0.00163926
144,173.91,1.02004,0.49629,1.0626,0.99504,1,0.995,0.70726,1.16444,0.4657,1.06396,0.00162376,0.00162376,0.00162376
145,175.363,1.04667,0.48675,1.04582,0.99705,1,0.995,0.7505,1.10023,0.45673,1.03517,0.00160824,0.00160824,0.00160824
146,176.85,1.00193,0.46145,1.01522,0.99789,1,0.995,0.75577,1.03364,0.45131,1.00549,0.00159272,0.00159272,0.00159272
147,178.294,0.90709,0.45231,0.99917,0.997,1,0.995,0.76522,1.0079,0.45316,0.99226,0.00157719,0.00157719,0.00157719
148,179.73,0.98376,0.46864,1.0166,0.99689,1,0.995,0.73814,1.05445,0.4556,0.99855,0.00156164,0.00156164,0.00156164
149,181.172,0.99994,0.47153,1.03467,0.99778,1,0.995,0.70757,1.13344,0.46458,1.0249,0.0015461,0.0015461,0.0015461
150,182.73,0.98573,0.46989,1.04084,0.99755,1,0.995,0.72274,1.09882,0.4641,1.01233,0.00153055,0.00153055,0.00153055
151,184.1,0.94715,0.44318,1.02724,0.99773,1,0.995,0.73448,1.07042,0.43966,1.00016,0.001515,0.001515,0.001515
152,185.468,0.94398,0.47459,1.01504,0.99769,1,0.995,0.70613,1.16681,0.47064,1.04061,0.00149945,0.00149945,0.00149945
153,186.915,0.93502,0.4599,1.01806,0.99785,1,0.995,0.70235,1.15582,0.46916,1.04628,0.0014839,0.0014839,0.0014839
154,188.395,1.05524,0.49202,1.06611,0.99749,1,0.995,0.70487,1.13865,0.47905,1.04297,0.00146836,0.00146836,0.00146836
155,189.849,0.99946,0.46568,1.03984,0.99792,1,0.995,0.70803,1.16364,0.46941,1.05367,0.00145281,0.00145281,0.00145281
156,191.393,0.9912,0.45444,1.03181,0.99792,1,0.995,0.70126,1.17535,0.45306,1.05387,0.00143728,0.00143728,0.00143728
157,192.71,0.90841,0.45126,1.00999,0.99783,1,0.995,0.73142,1.05107,0.41848,1.00578,0.00142176,0.00142176,0.00142176
158,194.1,0.98794,0.45321,1.03319,0.99794,1,0.995,0.77289,0.95449,0.3828,0.97608,0.00140624,0.00140624,0.00140624
159,195.668,0.95377,0.454,1.01455,1,1,0.995,0.77003,0.99834,0.39661,0.9933,0.00139074,0.00139074,0.00139074
160,197.033,0.99345,0.47421,1.03543,0.998,1,0.995,0.75668,0.97735,0.41623,0.98209,0.00137525,0.00137525,0.00137525
161,198.309,1.00867,0.50636,1.05278,1,1,0.995,0.7446,0.98981,0.4243,0.98841,0.00135978,0.00135978,0.00135978
162,199.517,0.97487,0.4593,1.02827,0.99796,1,0.995,0.71458,1.07965,0.44173,1.01152,0.00134432,0.00134432,0.00134432
163,200.732,0.92934,0.44251,0.98952,1,1,0.995,0.7537,0.99175,0.43683,0.98408,0.00132888,0.00132888,0.00132888
164,202.002,0.92597,0.46199,1.00652,1,1,0.995,0.76157,1.00208,0.40367,0.98799,0.00131346,0.00131346,0.00131346
165,203.39,0.96581,0.45175,1.02012,1,1,0.995,0.77306,1.02615,0.40947,0.99205,0.00129807,0.00129807,0.00129807
166,204.876,0.91938,0.45431,1.0031,0.99807,1,0.995,0.75686,0.99975,0.42188,0.98552,0.00128269,0.00128269,0.00128269
167,206.285,0.947,0.44037,1.02541,0.99802,1,0.995,0.76325,0.99715,0.42118,0.98552,0.00126735,0.00126735,0.00126735
168,207.667,0.92547,0.44077,1.00675,1,1,0.995,0.74243,1.03947,0.42718,0.99873,0.00125203,0.00125203,0.00125203
169,209.001,0.88322,0.42805,0.98559,1,1,0.995,0.73449,1.08073,0.43367,1.02249,0.00123674,0.00123674,0.00123674
170,210.327,0.92677,0.43506,0.99895,1,1,0.995,0.73406,1.07253,0.43747,1.00965,0.00122148,0.00122148,0.00122148
171,211.632,0.95074,0.45183,1.01874,0.99779,1,0.995,0.75364,1.03033,0.4546,0.99044,0.00120625,0.00120625,0.00120625
172,212.965,0.97368,0.44673,1.04128,0.99698,1,0.995,0.76217,1.01122,0.45353,0.99032,0.00119106,0.00119106,0.00119106
173,214.269,0.99842,0.48143,1.0573,0.99613,1,0.995,0.74481,1.02043,0.42781,0.98925,0.0011759,0.0011759,0.0011759
174,215.624,0.94316,0.44682,1.01765,0.99455,1,0.995,0.70686,1.21997,0.43482,1.07691,0.00116078,0.00116078,0.00116078
175,216.941,0.91469,0.43227,0.98452,0.99378,1,0.995,0.72408,1.1888,0.42711,1.05862,0.0011457,0.0011457,0.0011457
176,218.311,0.96179,0.44006,1.01651,0.99499,1,0.995,0.73226,1.08078,0.4406,1.01121,0.00113065,0.00113065,0.00113065
177,219.58,0.94059,0.47117,1.0006,0.99554,1,0.995,0.74075,1.06444,0.43425,1.00663,0.00111565,0.00111565,0.00111565
178,220.982,0.9496,0.45062,1.04621,0.99655,1,0.995,0.69073,1.22358,0.43194,1.07974,0.0011007,0.0011007,0.0011007
179,222.265,0.91621,0.43093,0.98685,0.99697,1,0.995,0.67863,1.25738,0.44947,1.09043,0.00108579,0.00108579,0.00108579
180,223.57,0.98748,0.46369,1.03047,0.99708,1,0.995,0.72262,1.16863,0.42158,1.05435,0.00107092,0.00107092,0.00107092
181,224.868,0.92159,0.44538,1.01127,0.99761,1,0.995,0.71973,1.15763,0.40947,1.05538,0.00105611,0.00105611,0.00105611
182,226.153,0.9161,0.43057,1.00592,1,1,0.995,0.74516,1.03669,0.40647,0.99763,0.00104135,0.00104135,0.00104135
183,227.501,0.82336,0.39784,0.95917,0.99798,1,0.995,0.75708,1.03652,0.4127,0.99232,0.00102663,0.00102663,0.00102663
184,228.964,0.89714,0.43583,1.00449,0.99797,1,0.995,0.76303,1.02082,0.41307,0.98709,0.00101197,0.00101197,0.00101197
185,230.458,0.88504,0.43739,1.00042,0.99799,1,0.995,0.76719,0.9853,0.40947,0.98168,0.000997371,0.000997371,0.000997371
186,231.833,0.84847,0.41799,0.98873,0.99687,1,0.995,0.77624,1.0081,0.42148,0.98897,0.000982824,0.000982824,0.000982824
187,233.173,0.88177,0.44016,0.99115,0.99585,1,0.995,0.76803,1.03734,0.416,1.00228,0.000968335,0.000968335,0.000968335
188,234.541,0.88646,0.44261,0.98955,0.99511,1,0.995,0.77445,1.0304,0.41163,0.99689,0.000953906,0.000953906,0.000953906
189,235.878,0.85291,0.42545,0.96353,0.99593,1,0.995,0.73905,1.06294,0.40244,1.00618,0.000939539,0.000939539,0.000939539
190,237.238,0.91458,0.42304,1.0159,0.99753,1,0.995,0.71777,1.14505,0.41886,1.04835,0.000925235,0.000925235,0.000925235
191,238.745,0.9304,0.42623,1.01531,0.99767,1,0.995,0.72943,1.08851,0.41762,1.02132,0.000910996,0.000910996,0.000910996
192,240.004,0.91248,0.4621,0.99987,0.99793,1,0.995,0.74882,1.04771,0.40856,1.01307,0.000896823,0.000896823,0.000896823
193,241.733,0.89598,0.43398,1.00525,0.99757,1,0.995,0.7405,1.04616,0.39738,1.01547,0.000882718,0.000882718,0.000882718
194,243.362,0.83227,0.42466,0.97609,0.99777,1,0.995,0.73642,1.06624,0.42135,1.01245,0.000868682,0.000868682,0.000868682
