epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
44,179.087,1.27859,0.61754,1.2476,0.99745,1,0.995,0.59142,1.44724,0.59356,1.19213,0.00285197,0.00285197,0.00285197
45,183.097,1.2956,0.63517,1.24964,0.99376,1,0.995,0.50588,1.62839,0.66028,1.29351,0.00284513,0.00284513,0.00284513
46,187.124,1.29378,0.62619,1.22461,1,0.9988,0.995,0.67338,1.29238,0.60963,1.17093,0.00283814,0.00283814,0.00283814
47,191.16,1.25648,0.62968,1.2011,0.96235,1,0.99177,0.64796,1.20168,0.64664,1.09683,0.00283101,0.00283101,0.00283101
48,195.245,1.28209,0.6089,1.219,0.96648,0.96118,0.99212,0.68634,1.13792,0.72122,1.10506,0.00282374,0.00282374,0.00282374
49,199.306,1.20056,0.60048,1.18405,0.99549,1,0.995,0.7213,1.11415,0.53472,1.10393,0.00281632,0.00281632,0.00281632
50,203.376,1.24276,0.60721,1.21568,0.3267,0.3,0.3544,0.15529,1.96115,3.74078,1.60154,0.00280875,0.00280875,0.00280875
51,207.428,1.24664,0.58843,1.23214,0.99466,1,0.995,0.68291,1.08356,0.58116,1.09386,0.00280105,0.00280105,0.00280105
52,211.465,1.25263,0.59061,1.21733,0.99769,1,0.995,0.68346,1.23421,0.53222,1.14011,0.0027932,0.0027932,0.0027932
53,215.49,1.26973,0.58415,1.1992,0.71272,0.7,0.70045,0.34947,1.97524,1.01495,1.5616,0.00278522,0.00278522,0.00278522
54,219.573,1.25191,0.59189,1.21859,0.99663,1,0.995,0.65548,1.18376,0.58227,1.10704,0.00277709,0.00277709,0.00277709
55,223.635,1.24375,0.58532,1.21184,0.99757,1,0.995,0.67453,1.2829,0.52624,1.13062,0.00276883,0.00276883,0.00276883
56,227.658,1.23797,0.5897,1.20069,0.99737,1,0.995,0.61626,1.4651,0.54592,1.22705,0.00276043,0.00276043,0.00276043
57,231.736,1.23717,0.59083,1.22521,0.99783,1,0.995,0.7326,1.09199,0.45791,1.07112,0.00275189,0.00275189,0.00275189
58,235.794,1.27862,0.59047,1.21364,0.99624,1,0.995,0.69051,1.08508,0.63134,1.07318,0.00274321,0.00274321,0.00274321
59,239.866,1.26015,0.59673,1.21267,0.77433,0.83333,0.86913,0.57024,1.43031,0.69162,1.26385,0.00273441,0.00273441,0.00273441
60,243.736,1.25162,0.58708,1.23417,0.99742,1,0.995,0.7223,1.00154,0.47966,1.06086,0.00272546,0.00272546,0.00272546
61,247.633,1.22352,0.58522,1.21619,0.99673,1,0.995,0.72001,1.08103,0.49527,1.08311,0.00271639,0.00271639,0.00271639
