epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
96,214.723,1.14553,0.54837,1.11203,0.99328,1,0.995,0.72048,1.02477,0.50692,1.0176,0.00232379,0.00232379,0.00232379
97,216.831,1.22188,0.54184,1.15167,0.99615,1,0.995,0.73052,0.99494,0.46386,1.00768,0.0023107,0.0023107,0.0023107
98,218.921,1.15404,0.53062,1.11239,0.99738,1,0.995,0.68177,1.26786,0.4797,1.11174,0.00229753,0.00229753,0.00229753
99,221.011,1.11308,0.5147,1.08072,0.99663,1,0.995,0.71198,1.1582,0.49519,1.06555,0.00228427,0.00228427,0.00228427
100,223.119,1.1406,0.52675,1.09542,0.99647,1,0.995,0.75811,1.01121,0.46313,1.0201,0.00227093,0.00227093,0.00227093
101,225.219,1.11921,0.52349,1.08113,0.99684,1,0.995,0.70549,1.14154,0.49819,1.06728,0.0022575,0.0022575,0.0022575
102,227.319,1.12012,0.51684,1.03666,0.9889,1,0.995,0.71184,1.20449,0.48213,1.07892,0.00224399,0.00224399,0.00224399
103,229.41,1.12361,0.51838,1.06464,0.97122,1,0.995,0.70855,1.07989,0.45923,1.02929,0.0022304,0.0022304,0.0022304
104,231.512,1.05811,0.5066,1.04511,0.99769,1,0.995,0.74364,0.96155,0.44911,0.98896,0.00221674,0.00221674,0.00221674
105,233.602,1.04846,0.5034,1.05232,0.99782,1,0.995,0.75535,0.96977,0.45393,0.993,0.00220299,0.00220299,0.00220299
106,235.72,1.11263,0.52246,1.0399,0.99773,1,0.995,0.71343,1.15008,0.47872,1.06535,0.00218918,0.00218918,0.00218918
107,237.816,1.15186,0.52537,1.07364,0.99763,1,0.995,0.74147,1.10146,0.4845,1.04887,0.00217528,0.00217528,0.00217528
108,239.941,1.0314,0.50078,1.03633,0.99785,1,0.995,0.76051,0.97382,0.45043,0.99704,0.00216132,0.00216132,0.00216132
109,242.138,1.13856,0.53822,1.09253,0.99759,1,0.995,0.7553,1.02342,0.45214,1.01715,0.00214728,0.00214728,0.00214728
110,244.295,1.075,0.50555,1.06294,0.99725,1,0.995,0.74601,1.1144,0.48309,1.0625,0.00213318,0.00213318,0.00213318
111,246.42,1.11163,0.52011,1.08037,0.99759,1,0.995,0.69616,1.19938,0.51933,1.09644,0.002119,0.002119,0.002119
112,248.519,1.16533,0.53643,1.0712,0.99687,0.93333,0.97983,0.70953,1.07858,0.50501,1.03936,0.00210476,0.00210476,0.00210476
113,250.609,1.06292,0.52619,1.05541,0.99697,1,0.995,0.74926,1.00179,0.44562,1.01608,0.00209046,0.00209046,0.00209046
114,252.719,1.11889,0.53441,1.05668,0.99736,1,0.995,0.74988,1.04731,0.50349,1.02924,0.00207609,0.00207609,0.00207609
115,254.824,1.11508,0.5591,1.09964,0.99122,1,0.995,0.75036,1.00721,0.49454,1.01829,0.00206166,0.00206166,0.00206166
116,256.932,1.16234,0.56308,1.10142,0.99761,1,0.995,0.75027,1.02825,0.45588,1.01953,0.00204718,0.00204718,0.00204718
117,259.038,1.13288,0.55057,1.07982,0.9977,1,0.995,0.71503,1.12251,0.46328,1.05006,0.00203263,0.00203263,0.00203263
118,261.145,1.1225,0.53622,1.05236,0.99669,1,0.995,0.74702,0.97679,0.47112,0.99538,0.00201803,0.00201803,0.00201803
119,263.237,1.10925,0.5317,1.08282,0.99722,1,0.995,0.77655,0.91472,0.46701,0.97914,0.00200337,0.00200337,0.00200337
120,265.381,1.13954,0.53609,1.09495,0.99657,1,0.995,0.73036,1.07115,0.48219,1.01459,0.00198865,0.00198865,0.00198865
121,267.472,1.10505,0.50052,1.06077,0.99697,1,0.995,0.68611,1.20189,0.51325,1.05885,0.00197389,0.00197389,0.00197389
122,269.59,1.17424,0.54624,1.09726,0.99709,1,0.995,0.708,1.14954,0.48401,1.04755,0.00195908,0.00195908,0.00195908
123,271.73,1.07489,0.52126,1.06464,0.99765,1,0.995,0.70004,1.11897,0.4826,1.04382,0.00194421,0.00194421,0.00194421
124,273.88,1.06583,0.48939,1.059,0.99774,1,0.995,0.76487,1.01634,0.45655,0.99471,0.0019293,0.0019293,0.0019293
125,276.019,1.06732,0.50601,1.08966,0.99766,1,0.995,0.735,1.09214,0.46435,1.01983,0.00191435,0.00191435,0.00191435
126,278.146,1.09205,0.50307,1.07123,0.9975,1,0.995,0.7133,1.1621,0.47887,1.05593,0.00189935,0.00189935,0.00189935
127,280.248,1.00156,0.47648,1.02922,0.99762,1,0.995,0.70608,1.1669,0.48518,1.0596,0.0018843,0.0018843,0.0018843
128,282.356,1.06187,0.51075,1.07328,0.99768,1,0.995,0.72753,1.07105,0.46068,1.01576,0.00186922,0.00186922,0.00186922
129,284.472,1.05344,0.49845,1.04887,0.99763,1,0.995,0.74111,1.09321,0.46702,1.02437,0.0018541,0.0018541,0.0018541
130,286.579,1.07108,0.49483,1.04057,0.99776,1,0.995,0.7158,1.1855,0.45337,1.05037,0.00183894,0.00183894,0.00183894
131,288.682,1.14994,0.51686,1.08039,0.99768,1,0.995,0.71435,1.18057,0.44338,1.05186,0.00182375,0.00182375,0.00182375
132,290.784,1.04488,0.47973,1.06159,0.99775,1,0.995,0.73225,1.08318,0.45511,1.03729,0.00180852,0.00180852,0.00180852
133,292.888,1.09321,0.49795,1.06711,0.99788,1,0.995,0.71832,1.12799,0.47043,1.05507,0.00179326,0.00179326,0.00179326
134,294.986,1.06321,0.49212,1.07146,0.99785,1,0.995,0.71843,1.04249,0.44717,1.01815,0.00177797,0.00177797,0.00177797
135,297.08,1.07001,0.50086,1.06642,0.99788,1,0.995,0.73358,1.0505,0.45153,1.01167,0.00176265,0.00176265,0.00176265
136,299.19,1.06451,0.49424,1.09307,0.99788,1,0.995,0.71651,1.12532,0.4475,1.03863,0.00174731,0.00174731,0.00174731
137,301.323,1.13696,0.50369,1.08068,0.99774,1,0.995,0.72774,1.12928,0.44099,1.04013,0.00173193,0.00173193,0.00173193
138,303.476,1.01148,0.48519,1.04773,0.99787,1,0.995,0.71856,1.17733,0.45717,1.07046,0.00171654,0.00171654,0.00171654
139,305.603,1.03539,0.49172,1.05474,0.99795,1,0.995,0.71216,1.18943,0.46005,1.07912,0.00170112,0.00170112,0.00170112
140,307.721,0.99719,0.46323,1.03414,0.99783,1,0.995,0.64021,1.31709,0.49364,1.13382,0.00168568,0.00168568,0.00168568
141,309.812,1.05563,0.49467,1.05211,0.99749,1,0.995,0.64734,1.32939,0.4876,1.14118,0.00167022,0.00167022,0.00167022
142,311.917,1.01479,0.50007,1.0498,0.99747,1,0.995,0.68695,1.23636,0.45751,1.08855,0.00165475,0.00165475,0.00165475
143,314.02,1.07711,0.52376,1.08162,0.9978,1,0.995,0.70341,1.16489,0.46924,1.06422,0.00163926,0.00163926,0.00163926
144,316.122,1.11128,0.50839,1.11966,0.99784,1,0.995,0.71509,1.11459,0.47718,1.03533,0.00162376,0.00162376,0.00162376
145,318.22,0.97326,0.46781,1.02076,0.99785,1,0.995,0.71696,1.10287,0.4583,1.02684,0.00160824,0.00160824,0.00160824
146,320.33,1.01863,0.47427,1.02458,0.99787,1,0.995,0.72816,1.05387,0.44521,1.01085,0.00159272,0.00159272,0.00159272
147,322.428,1.11655,0.51281,1.06551,0.99789,1,0.995,0.69951,1.10362,0.45362,1.02937,0.00157719,0.00157719,0.00157719
148,324.537,1.07827,0.49499,1.05133,0.99776,1,0.995,0.7175,1.04709,0.44966,1.00839,0.00156164,0.00156164,0.00156164
149,326.636,1.00563,0.50755,1.04644,0.99766,1,0.995,0.72006,0.99708,0.45848,0.98909,0.0015461,0.0015461,0.0015461
