epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
95,628.128,1.19361,0.55024,1.15921,0.99408,1,0.995,0.74254,1.08292,0.449,1.03655,0.00233679,0.00233679,0.00233679
96,635.365,1.17262,0.55207,1.13367,0.9978,1,0.995,0.74839,1.0846,0.4516,1.04738,0.00232379,0.00232379,0.00232379
97,642.556,1.15925,0.52965,1.14097,0.99768,1,0.995,0.75471,1.07117,0.44631,1.02876,0.0023107,0.0023107,0.0023107
98,649.892,1.13713,0.53088,1.12319,0.99676,1,0.995,0.75345,1.01349,0.43665,1.01568,0.00229753,0.00229753,0.00229753
99,657.073,1.1265,0.53332,1.11171,0.99729,1,0.995,0.68039,1.22147,0.53009,1.08793,0.00228427,0.00228427,0.00228427
100,664.222,1.17318,0.54479,1.14848,0.9938,1,0.995,0.72474,1.08997,0.48503,1.05332,0.00227093,0.00227093,0.00227093
101,671.331,1.14594,0.5269,1.13334,0.99785,1,0.995,0.62318,1.49137,0.57125,1.22697,0.0022575,0.0022575,0.0022575
102,678.519,1.1081,0.52709,1.11887,0.99783,1,0.995,0.71364,1.16289,0.47199,1.07881,0.00224399,0.00224399,0.00224399
103,685.636,1.14436,0.53419,1.13773,0.99763,1,0.995,0.70745,1.11252,0.46584,1.0468,0.0022304,0.0022304,0.0022304
104,692.734,1.15541,0.53354,1.12011,0.99795,1,0.995,0.67848,1.30426,0.489,1.11792,0.00221674,0.00221674,0.00221674
105,699.897,1.15546,0.53383,1.11974,0.99756,1,0.995,0.75526,1.01838,0.45432,1.02045,0.00220299,0.00220299,0.00220299
106,707.004,1.12497,0.50646,1.12508,0.99767,1,0.995,0.75014,1.06233,0.48059,1.0649,0.00218918,0.00218918,0.00218918
107,714.135,1.13392,0.51379,1.13368,0.99769,1,0.995,0.70229,1.15509,0.46891,1.07205,0.00217528,0.00217528,0.00217528
108,721.369,1.11554,0.50947,1.1172,0.99612,1,0.995,0.67019,1.34002,0.49193,1.15752,0.00216132,0.00216132,0.00216132
109,728.464,1.14499,0.54584,1.11393,0.99751,1,0.995,0.75354,1.03147,0.43455,1.02869,0.00214728,0.00214728,0.00214728
110,735.617,1.2003,0.53895,1.15386,0.99157,1,0.995,0.62622,1.34703,0.50098,1.13259,0.00213318,0.00213318,0.00213318
111,742.765,1.12803,0.52216,1.12512,0.99776,1,0.995,0.72281,1.13856,0.46307,1.06974,0.002119,0.002119,0.002119
112,749.893,1.12329,0.50552,1.12722,0.99767,1,0.995,0.75376,1.02133,0.42016,1.04426,0.00210476,0.00210476,0.00210476
113,757.012,1.10682,0.51293,1.11144,0.99762,1,0.995,0.71942,1.10661,0.45334,1.03251,0.00209046,0.00209046,0.00209046
114,764.213,1.09079,0.50315,1.10244,0.99773,1,0.995,0.74581,1.09165,0.46144,1.04926,0.00207609,0.00207609,0.00207609
115,771.318,1.1427,0.5194,1.1184,0.99763,1,0.995,0.73772,1.05891,0.46129,1.02861,0.00206166,0.00206166,0.00206166
116,778.448,1.15176,0.54045,1.14193,0.98711,1,0.995,0.76473,1.00893,0.4524,1.01331,0.00204718,0.00204718,0.00204718
117,785.659,1.10191,0.5019,1.11503,0.9954,1,0.995,0.72212,1.19904,0.44462,1.08649,0.00203263,0.00203263,0.00203263
118,793.016,1.09827,0.49613,1.11085,0.9978,1,0.995,0.75964,1.00809,0.45232,1.01395,0.00201803,0.00201803,0.00201803
119,800.243,1.08398,0.49141,1.10248,0.96665,1,0.995,0.75326,1.05414,0.45448,1.01965,0.00200337,0.00200337,0.00200337
120,807.712,1.10034,0.49211,1.10799,0.99222,1,0.995,0.68162,1.30258,0.49533,1.12394,0.00198865,0.00198865,0.00198865
121,814.908,1.1201,0.51413,1.12237,0.99082,1,0.995,0.73693,1.07724,0.44151,1.0292,0.00197389,0.00197389,0.00197389
122,822.149,1.10752,0.50028,1.10621,0.99776,1,0.995,0.71874,1.1763,0.46132,1.08283,0.00195908,0.00195908,0.00195908
123,829.689,1.09478,0.49039,1.11196,0.99785,1,0.995,0.73692,1.0386,0.41081,1.02291,0.00194421,0.00194421,0.00194421
124,836.897,1.11087,0.48882,1.10501,0.99787,1,0.995,0.73617,1.00571,0.43401,1.01278,0.0019293,0.0019293,0.0019293
125,844.624,1.11258,0.51427,1.11199,0.9978,1,0.995,0.6958,1.12024,0.4392,1.07508,0.00191435,0.00191435,0.00191435
126,851.999,1.11212,0.50243,1.11187,0.99778,1,0.995,0.69855,1.15379,0.44031,1.0598,0.00189935,0.00189935,0.00189935
127,859.118,1.09926,0.49752,1.09613,0.99781,1,0.995,0.70187,1.1426,0.46593,1.06948,0.0018843,0.0018843,0.0018843
128,866.604,1.07318,0.48799,1.08907,0.99793,1,0.995,0.71751,1.08029,0.4517,1.04307,0.00186922,0.00186922,0.00186922
129,874.092,1.1053,0.50725,1.12388,0.99772,1,0.995,0.60507,1.44854,0.50837,1.18759,0.0018541,0.0018541,0.0018541
130,881.443,1.08701,0.49998,1.10247,0.99797,1,0.995,0.69296,1.21096,0.48085,1.10656,0.00183894,0.00183894,0.00183894
131,888.783,1.08863,0.4992,1.10974,0.99748,1,0.995,0.75029,1.0632,0.4456,1.04218,0.00182375,0.00182375,0.00182375
132,896.095,1.06998,0.49187,1.10146,0.99371,1,0.995,0.7039,1.16255,0.45145,1.07001,0.00180852,0.00180852,0.00180852
133,903.433,1.09553,0.48604,1.10813,0.99767,1,0.995,0.73213,1.05488,0.43542,1.04992,0.00179326,0.00179326,0.00179326
134,910.74,1.03526,0.47409,1.09697,0.99798,1,0.995,0.70041,1.15496,0.45481,1.08578,0.00177797,0.00177797,0.00177797
135,918.018,1.05717,0.48456,1.09715,1,1,0.995,0.73716,1.08946,0.41491,1.04091,0.00176265,0.00176265,0.00176265
136,925.264,1.06605,0.47191,1.09456,0.99786,1,0.995,0.75817,1.02089,0.43209,1.01365,0.00174731,0.00174731,0.00174731
137,932.431,1.06866,0.47791,1.09243,1,1,0.995,0.74442,1.06985,0.43539,1.04154,0.00173193,0.00173193,0.00173193
138,939.784,1.06825,0.48487,1.08402,0.99793,1,0.995,0.74376,1.04093,0.43517,1.0333,0.00171654,0.00171654,0.00171654
139,947.071,1.08214,0.49565,1.10045,0.99797,1,0.995,0.72422,1.15198,0.44867,1.06651,0.00170112,0.00170112,0.00170112
140,954.457,1.05683,0.47972,1.08896,0.99791,1,0.995,0.7374,1.08121,0.41875,1.03482,0.00168568,0.00168568,0.00168568
141,961.822,1.06382,0.49662,1.09648,0.99781,1,0.995,0.73457,1.07301,0.43829,1.03547,0.00167022,0.00167022,0.00167022
142,969.102,1.04548,0.49527,1.08788,0.99801,1,0.995,0.69842,1.14071,0.48864,1.06151,0.00165475,0.00165475,0.00165475
143,976.289,1.05451,0.48063,1.08766,0.99791,1,0.995,0.73486,1.06431,0.46081,1.03273,0.00163926,0.00163926,0.00163926
144,983.674,1.04311,0.49349,1.08695,0.99797,1,0.995,0.70464,1.17754,0.44783,1.07013,0.00162376,0.00162376,0.00162376
145,990.964,0.99982,0.48246,1.06777,0.99791,1,0.995,0.7631,1.02742,0.44223,1.02552,0.00160824,0.00160824,0.00160824
146,998.273,1.01245,0.47253,1.0818,0.99615,1,0.995,0.74039,1.11235,0.43565,1.05902,0.00159272,0.00159272,0.00159272
